iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
41,0.22355798903660984,0.22355798903661014,0.7764420109633902,0.1,0.023958232323900378,2.44,9.5363833647440211e-06,1.0243731307081562e-03,5.5003440923246999e-04,2.8055378731077740e-04,1.3055910892301743e-03,6.7065486313198608e-01,9.9057374907316886e-01,3.3757706788238066e-05,6.6563365850712483e-06,6.0473030109042025e-01,3.5916912037867432e-01,2.7463796196357335e-04,9.6506977033434492e-03,3.2412714528897205e-04,1.2649063176610495e-01,6.7239249425397205e-02,5.6539095235564269e-05,6.1326987240193709e-01,1.8542639760848606e-01,2.1231797835433269e-05,2.9451606491965552e-05,2.6824876330678799e-01,9.5239277095200369e-05,2.1854208485540240e-06,2.0531176298881862e-06,3.8162259665308028e-02,2.6285684915245223e-02,4.0811882872947804e-05,2.3811434295122207e-04,9.9057374907316886e-01,2.0723404383238674e-04,6.2041277437628517e-01,6.5997406811338912e-03,3.9599887230796160e-02,6.9752336232915602e-02,4.4572801708949171e-04,9.8857710961050271e-01,1.9736529976046710e-03,1.5688192511282975e-01,6.8166719478814769e-04,7.9121786326364196e-03,9.5840543438180541e-05,1.9506177115738843e-01,9.9054633809750081e-01,9.9057404844299157e-01,9.9057374907316886e-01,3.1348038114107062e-04,9.9057374907316886e-01,1.3879016316793948e-03,1.7095810526813895e-01
42,0.23438660383876034,0.23438660383876023,0.7656133961612397,0.1,0.012983794422158305,2.1,9.9050886236341418e-01,1.9188699785728942e-04,9.9050886236341418e-01,3.7211794723226744e-04,4.7145767931362548e-02,1.0755395531869370e-01,2.0575727178027617e-07,2.9968965301468409e-05,7.1331675607996724e-05,2.0651289510515053e-01,1.0196046740648001e-04,2.4580762312596563e-05,3.4023660278091616e-02,2.7279521541108201e-06,9.9050886236341418e-01,9.9050886236341418e-01,9.9050886236341418e-01,5.5898258751901648e-04,1.0975633871556738e-01,5.3361958923533395e-06,2.0356514769528353e-01,2.4133849548218982e-05,2.4606628933852734e-04,2.0731192059860290e-01,4.0648419840795313e-02,9.8725730609440243e-01,4.0590179535733666e-06,6.2781410595093808e-05,7.1841653363472384e-03,1.2513322516764513e-01,2.1456047835379289e-04,7.9669935779688110e-04,4.0400336972249454e-04,9.9048264842606748e-01,3.7092719182756372e-04,9.9050886236341418e-01,3.4398686916573577e-03,8.1441669785253323e-01,6.1000344065596705e-05,2.1172160020403536e-07,9.9050913954680564e-01,3.4830281180179217e-04,1.3236036889790036e-02,5.6601379652281092e-03,3.7146923435858656e-06,1.2275835579087526e-05,6.9149701903690242e-01,2.8350677313709709e-06,1.8696594012202528e-01,6.6056397767397557e-05
43,0.2687738655919247,0.2687738655919247,0.7312261344080753,0.1,0.02994021647727912,2.08,1.5887613991267289e-02,4.2477005469320180e-03,1.8069838709619229e-01,1.7897382708935483e-01,4.3593448664593797e-06,2.3570663171702103e-04,1.3486323344239135e-02,9.9053700602128580e-01,1.7051046352893531e-02,9.9053700602128580e-01,3.5446674409868366e-02,7.0309375825986753e-01,1.3096638070889219e-03,4.4014209501998303e-01,1.9231984684735456e-01,6.1795104863841888e-01,1.2820252424904453e-03,5.6142999209078636e-07,3.7435380317339504e-03,1.9755302739640350e-05,1.0325063795213972e-02,9.9053700602128580e-01,9.1114668314751956e-07,4.5899049520529336e-03,9.9053700602128580e-01,9.9053700602128580e-01,9.9053700602128580e-01,2.1724249155929460e-04,4.9084316466360195e-01,1.0848103376044621e-01,2.8266705003942416e-01,9.9053700602128580e-01,4.1500295955631773e-05,4.5675461932553625e-02,4.8524410161730302e-06,3.4782795504193794e-04,1.1775058916535121e-04,1.7885865466536378e-05,9.8063417800529256e-04,8.3287627611508164e-06,2.2617968383474464e-06,2.1162760788799415e-03,9.9053700602128580e-01,7.9383744148011404e-01,1.6428581932684959e-03,5.1175624837718614e-01,4.6706554150423810e-02,4.3410649107230144e-04,8.0743769056090198e-01,2.5125004131468237e-04
44,0.1966876048773724,0.1966876048773725,0.8033123951226275,0.1,0.01549722028236728,2.2,2.9491325612898324e-06,3.3434400348596298e-06,1.4453106654895808e-02,4.7321214453259082e-05,3.8193143440156058e-01,9.2622816870784226e-05,4.3715515908311667e-05,9.9045879423206740e-01,7.4136658590482421e-02,9.9045879423206740e-01,6.5321532695409884e-04,3.6106740203517091e-04,4.0265574123233595e-05,5.0648911693000672e-03,7.4675438603690303e-01,1.3473540877871754e-02,2.3665359342402718e-08,9.7439175862339340e-05,3.4055320347708896e-02,1.0715450741644507e-06,2.1710083269365698e-02,4.7391571235796195e-02,5.7883022286863078e-06,2.2782956643586177e-03,3.5618730042919475e-02,6.8338243433252671e-04,4.0808009120309969e-05,2.1249525797398360e-07,6.9708952871075977e-06,2.1711570704025060e-02,6.0633992051236385e-01,4.7806456598056352e-02,1.1213172444826064e-03,4.9934082436852967e-01,9.9045879423206740e-01,6.0558852898615811e-01,3.8854959027747110e-03,8.1186034198169721e-01,3.4809925204602986e-06,3.5660588626422796e-02,4.9075253476292134e-04,5.8449814094073482e-01,9.4942099207229597e-03,9.9045879423206740e-01,9.9045879423206740e-01,2.8316866993444883e-05,1.9091006679219336e-01,8.1562121275614935e-02,1.2711221783264291e-03,1.5648010452777885e-03
45,0.16287919777842433,0.16287919777842444,0.8371208022215757,0.1,0.041537188074019675,2.56,3.8370391970436807e-01,8.0984084660169587e-06,3.3311496197285628e-02,4.7255800998259150e-02,8.4797246921628688e-01,2.4389889930938578e-02,3.6884017000679159e-05,8.8867491249385844e-01,1.8390819728271240e-01,4.0059815306066497e-02,1.5977416604728845e-03,5.7953352039664647e-06,1.7619332285142508e-01,9.9047765572571989e-01,3.5815547216792742e-01,2.3364124271925053e-03,9.9047765572571989e-01,5.9981488637780829e-03,4.4811771129619121e-02,3.3535836762316056e-05,2.6205688627560439e-02,1.6256674769027063e-03,1.6580744062697639e-04,5.0139516895668590e-02,1.4634427133316946e-03,3.3311496197285628e-02,3.6046526369353744e-02,5.2150290363647224e-03,2.3395039262803721e-01,1.2923599063922105e-04,9.9217517360285293e-03,3.3235624510785800e-05,5.5246003861514684e-04,9.4165395443131672e-01,4.8120770313347424e-05,3.2700629026228993e-02,3.4653830441959285e-02,6.1661702186182507e-06,2.9777547535590965e-04,1.6428767948242950e-02,3.3294659991300463e-03,5.1109216574820393e-01,3.1299619966613698e-07,2.7407089937613204e-05,1.8982801784166030e-07,3.4073953848748083e-02,8.0404631790192915e-01,6.1254812146491503e-03,8.0984084660169587e-06,3.4129800556831114e-01
46,0.20411983547816423,0.20411983547816398,0.7958801645218357,0.1,0.026756318420538116,2.22,1.6196454602918400e-01,9.8706671487850517e-01,4.8906380558595876e-06,9.0834868185823570e-01,9.9030430077906728e-01,1.2751008078283919e-05,1.8337583012368623e-06,3.8579077638012854e-02,9.9030430077906728e-01,9.8919429898064304e-01,9.9030430077906728e-01,9.4014863329699594e-01,5.1553782119431969e-03,1.7050552825476847e-01,4.2582929112404720e-07,1.9602838278624438e-09,5.8847556596219785e-05,5.9097228956184026e-04,9.5077582750986700e-04,2.0055625609505218e-02,1.2847063789855925e-03,9.2569117414497396e-05,1.2646994167624449e-03,1.0104044941218419e-01,1.5934592816273561e-06,1.1678856880905196e-01,2.8499224998381800e-01,1.8140329665808696e-06,2.8415451703899457e-02,6.6518520586142176e-04,3.5136424352246219e-03,1.0092964463547310e-03,1.2133679573281431e-05,7.9243023939410094e-03,4.0009887701971586e-02,1.2228367251952692e-02,7.4793124528160895e-06,3.1710658972684972e-03,6.6985612857062084e-06,1.0080461701863433e-01,6.5727325339907602e-04,8.0522653308396885e-01,9.9030430077906728e-01,1.1669024908649248e-05,1.3352660938480215e-03,7.4829189715903107e-03,2.0320692698271294e-04,1.6770789885591816e-01,3.3306559731319602e-01,3.2104454237735554e-03
47,0.1779712353420262,0.17797123534202605,0.8220287646579738,0.1,0.019704314821728963,2.4,6.4352621980653150e-06,9.9018465947777090e-01,1.0054403938502692e-04,1.4881356510886270e-04,3.6449451120013411e-05,7.9093784576321910e-08,3.0294856494493077e-06,9.9018465947777090e-01,2.4728890341306379e-05,1.2845227233709531e-06,5.3049466710128965e-07,1.1065896515274764e-05,9.9018465947777090e-01,1.2483934951515780e-02,6.1582732530906042e-07,2.5685458085362403e-04,3.9180882000293071e-01,5.6495387674218328e-02,9.2875898140060784e-03,1.0289812254785299e-03,9.9018465947777090e-01,7.6473503401725739e-03,3.8115559593700120e-07,4.9215398014887141e-02,4.7791538961345258e-08,9.5201079062770836e-04,7.5974248775143569e-08,9.5201079062770836e-04,3.8397647209442581e-01,2.1096883746816923e-05,4.9900069881062964e-01,1.0418178634772979e-04,2.4697370113490932e-02,1.5531960052783927e-01,2.8138186250966129e-02,6.1236903332808101e-01,2.7789651462634124e-01,9.9018465947777090e-01,4.0904161774023129e-01,9.9018465947777090e-01,1.2151237172287734e-03,1.4188544328455499e-04,8.8770019559774628e-04,7.6796348300485920e-05,2.6273172107952299e-06,3.3203858471257015e-02,7.9226643372996570e-04,1.0227235960542918e-05,8.5906038534077256e-05,1.0227235960542918e-05
48,0.1734154174279451,0.1734154174279449,0.8265845825720549,0.1,0.020262276699124098,2.4,1.3105776698938733e-04,5.8705984241963638e-01,3.8025164326242858e-04,2.6399378713046534e-01,1.3572876571173463e-04,4.0354777255339636e-03,9.9021458652973227e-01,7.0494530639846446e-03,1.8066515803607963e-01,2.8296175557961981e-03,2.6493553353632625e-05,3.7439521369646398e-03,1.0242074473287113e-03,2.1464891087395066e-04,5.1161132629483486e-01,1.5070142239857830e-07,1.2206101286121784e-06,5.0613915962886020e-03,5.2903476816740337e-06,3.0561834907293428e-01,3.7508947136960705e-07,3.0087287597585066e-04,2.3975069201341970e-01,2.8247719122455496e-04,7.2170718862710126e-01,1.4631497264830417e-02,9.9021458652973227e-01,8.1390826247966757e-04,1.5429559645081350e-04,1.7145920817197669e-06,9.9021458652973227e-01,1.1553533157721662e-04,1.8446354620298278e-01,9.9021458652973227e-01,4.2550337556574880e-05,1.0427456363382959e-01,2.6379190471240922e-02,1.4645116290278269e-05,3.0995828439825341e-03,1.0653271667566410e-06,4.0095652549883526e-04,1.9545730722001525e-01,2.5414628299579370e-02,2.0889481243691648e-07,9.4268558883406217e-01,5.0674398112695500e-04,2.1206079096382835e-02,3.5461908448492646e-01,4.2932878119770481e-07,3.9305620809505971e-07
49,0.1707999862173102,0.1707999862173103,0.8292000137826898,0.1,0.0167514638602526,2.58,8.2022705505902146e-07,5.1083942110183066e-03,2.8073714650388647e-04,8.5910927366232528e-02,8.3626010233412101e-05,2.2757498178606223e-05,1.1883869497377883e-04,1.6598633509878782e-07,2.0815152084631106e-05,1.5081378528868683e-04,1.7338494516766690e-08,1.9180354667730409e-05,6.4713907657646948e-05,3.2342217782371702e-05,6.0507568211922858e-01,2.0934424829914669e-04,1.8720101918408592e-02,6.2831839641391807e-01,7.4167973432984887e-03,3.9203342806269732e-06,7.4141434404940827e-06,1.1988473159074597e-06,5.8313924737811929e-01,3.1299153017011354e-05,9.9020039111868741e-01,1.5106263237250468e-02,4.9031898232513066e-01,9.9020039111868741e-01,9.8791523637827461e-01,9.9020039111868741e-01,4.0091075224027148e-05,3.8399726367536730e-01,2.9171770895201904e-01,3.2277873041901425e-02,1.3244929568878832e-05,3.3600608707289398e-02,5.6726100990406703e-01,2.8236007906391636e-01,2.0643165289892829e-01,1.5614617756984335e-09,3.4921197115014464e-02,1.0128490888512854e-03,1.0385004509332627e-01,2.8360613927259994e-05,1.6780059412277618e-02,6.2944980391449412e-02,9.5952353056780078e-03,1.0734367431097197e-01,4.0872916251890705e-03,3.0568770065304359e-03
50,0.2477598520359721,0.2477598520359721,0.7522401479640279,0.0,0.02216480842990801,2.12,9.5027021216884909e-03,8.0656757949865599e-05,1.0159861549087276e-01,9.9027143454991684e-01,1.2578091895988016e-03,2.2436852533272554e-06,4.3586870118281402e-04,9.9027143454991684e-01,1.1200389383368098e-03,1.2414009513676846e-03,2.6322802525051123e-02,2.1405304757978586e-02,1.5566164803260424e-02,9.4011137036570458e-01,2.0288900956237244e-03,3.7927180591616264e-05,4.0424133863062707e-03,6.2104756313870554e-06,2.9671643964930719e-03,9.9027143454991684e-01,2.0975266984524219e-03,4.0611821258834585e-01,6.0547800222540049e-01,2.9164198438362204e-01,3.2469555964032656e-02,9.9027143454991684e-01,3.9293084174468079e-01,8.1404825322817331e-01,2.6090232434022378e-02,8.0358703933317077e-01,5.1820301010485474e-05,1.7067214975563953e-02,9.9027143454991684e-01,3.8396776152985224e-01,3.2248102629116780e-02,9.3405998485580446e-08,8.4543175312991792e-05,9.3297705395085142e-05,5.7220698051295462e-05,8.9738550216631061e-02,3.3338010658301629e-03,8.7480141787198140e-04,9.4286603067559038e-01,7.7043716932928633e-06,7.2029479113780758e-03,2.7365488078610374e-04,4.6628197347989236e-01,1.0289244711578147e-05,1.4954391624478121e-05,9.9027143454991684e-01
