gamma,method,iteration,fixed_validation_fidelity,noiseless_fidelity,gradient_norm,train_trajectories,validation_trajectories
0.045000000000000005,independent,26,0.0637639818176526,0.0435101245000293,0.07605460925960943,16,32
0.045000000000000005,independent,27,0.06394335553007796,0.044003689876777864,0.06914025669638726,16,32
0.045000000000000005,independent,28,0.0641229595187155,0.04484479700262929,0.07410011930679809,16,32
0.045000000000000005,independent,29,0.06414575055765541,0.04423074017962772,0.05807202551697226,16,32
0.045000000000000005,independent,30,0.06415786902245063,0.04415625878553493,0.07172613167222829,16,32
0.045000000000000005,independent,31,0.06445728494418351,0.045160748567453425,0.06273491882750296,16,32
0.045000000000000005,independent,32,0.06440052925975795,0.04474109622473542,0.06808189308821114,16,32
0.045000000000000005,independent,33,0.0646080645532151,0.04590692197097336,0.07109514587118206,16,32
0.045000000000000005,independent,34,0.06473145529918918,0.04568973658935001,0.06678516498323223,16,32
0.045000000000000005,independent,35,0.06488592792152209,0.04718029865545706,0.07368280352170488,16,32
0.045000000000000005,independent,36,0.06495688377506158,0.047186733618983796,0.06811692702720697,16,32
0.045000000000000005,independent,37,0.06468090005051662,0.04655763714266811,0.08823892312372769,16,32
0.045000000000000005,independent,38,0.06480825439858395,0.04818737023569225,0.06913056616193801,16,32
0.045000000000000005,independent,39,0.06481015743323415,0.04797411432642534,0.06581966191263933,16,32
0.045000000000000005,independent,40,0.06492379908483197,0.04877359191932531,0.061305024371907824,16,32
0.045000000000000005,independent,41,0.06487330162449718,0.04823416448238769,0.06419409111907552,16,32
0.045000000000000005,independent,42,0.06497585386431515,0.04872585683513274,0.07794196141937215,16,32
0.045000000000000005,independent,43,0.06544352844472057,0.049773399564211805,0.08452028341825736,16,32
0.045000000000000005,independent,44,0.06510818886085318,0.04812663399345426,0.05817544096042816,16,32
0.045000000000000005,independent,45,0.06527885828344313,0.048892933855869694,0.053541090867612,16,32
0.045000000000000005,independent,46,0.06552199050763,0.04984889303026922,0.06266124607241458,16,32
0.045000000000000005,independent,47,0.06556828183814598,0.05015937900869365,0.06605175621555827,16,32
0.045000000000000005,independent,48,0.06567213378209986,0.05032451384012885,0.06987040828552953,16,32
0.045000000000000005,independent,49,0.0654609065579228,0.049611531119914516,0.08797257759314414,16,32
0.045000000000000005,independent,50,0.06569797142485065,0.05040598859528593,0.049260287629306954,16,32
0.045000000000000005,independent,51,0.06573487597600094,0.05052439400354239,0.07776792327064203,16,32
0.045000000000000005,independent,52,0.06616609603739049,0.052626313306211814,0.04962864226340716,16,32
0.045000000000000005,independent,53,0.06635987938105231,0.053504993851319446,0.05386230021293901,16,32
0.045000000000000005,independent,54,0.06621342333748104,0.0524379644410682,0.06178249477289774,16,32
0.045000000000000005,independent,55,0.06644042910904324,0.05342004088624213,0.0675392455024284,16,32
0.045000000000000005,independent,56,0.06678281716629562,0.054433476001225466,0.09026990173758788,16,32
0.045000000000000005,independent,57,0.06678818957291435,0.05385739190931931,0.05499448864404722,16,32
0.045000000000000005,independent,58,0.06669593233139365,0.05352734316930253,0.06466895782462304,16,32
0.045000000000000005,independent,59,0.06696476393492805,0.05433887409089418,0.05970879955984434,16,32
0.045000000000000005,independent,60,0.06705219363889844,0.055186163741226486,0.06529281373596751,16,32
0.045000000000000005,independent,61,0.06710755082617582,0.055200725328971745,0.0662330925569355,16,32
0.045000000000000005,independent,62,0.06737038490740663,0.05558798052817042,0.05203758194820027,16,32
0.045000000000000005,independent,63,0.06736733898223804,0.05601121793312434,0.06384017734081392,16,32
0.045000000000000005,independent,64,0.06725462226635377,0.05589211320630573,0.04947648823754313,16,32
0.045000000000000005,independent,65,0.06731647589213358,0.056297559137580236,0.05719109956952633,16,32
0.045000000000000005,independent,66,0.06745473255696484,0.05695168629165785,0.05533469262286421,16,32
0.045000000000000005,independent,67,0.06768772712411054,0.05785296979598538,0.06149814031231797,16,32
0.045000000000000005,independent,68,0.06752202684367867,0.05718071264819569,0.09500246200845096,16,32
0.045000000000000005,independent,69,0.06790227599802721,0.05951067497393877,0.0732683191199964,16,32
0.045000000000000005,independent,70,0.06797333762398204,0.05991239795868837,0.04782893819385334,16,32
0.045000000000000005,independent,71,0.06797596119225609,0.060189723056708104,0.06890520740205296,16,32
0.045000000000000005,independent,72,0.06796339842761576,0.059300468678289434,0.07007105238643245,16,32
0.045000000000000005,independent,73,0.06835712680148326,0.060508713285541575,0.06035616015766402,16,32
0.045000000000000005,independent,74,0.06828610704608147,0.060922073947792976,0.06917655023365495,16,32
0.045000000000000005,independent,75,0.06840486521927189,0.06084415578612002,0.08457639985603531,16,32
0.045000000000000005,independent,76,0.06860920134804692,0.06100116899916119,0.07910814326126829,16,32
0.045000000000000005,independent,77,0.06847106582297233,0.060512936977912817,0.05402803615414637,16,32
0.045000000000000005,independent,78,0.06860968079466796,0.06130218244492834,0.059687494682287796,16,32
0.045000000000000005,independent,79,0.06840916509955063,0.06088958484259061,0.052848364141743875,16,32
0.045000000000000005,independent,80,0.06854194503104173,0.06147023000817259,0.0,16,32
0.045000000000000005,cross,0,0.07509840566115339,0.03629077792440385,0.07092428246364146,4,12
0.045000000000000005,cross,1,0.0752886407220508,0.03708290153012645,0.07485744013467548,4,12
0.045000000000000005,cross,2,0.07566395135601359,0.03794191223586782,0.13783024062243718,4,12
0.045000000000000005,cross,3,0.0755525297993639,0.03964654141879193,0.10392565775853177,4,12
0.045000000000000005,cross,4,0.0762153487276099,0.039899450735618174,0.07711422013257485,4,12
0.045000000000000005,cross,5,0.07615064925914036,0.040811298773838926,0.09304203579599833,4,12
0.045000000000000005,cross,6,0.07620027617951707,0.04131258510452697,0.0975051849706827,4,12
0.045000000000000005,cross,7,0.07617112581765219,0.04314838329807355,0.08247606286085708,4,12
0.045000000000000005,cross,8,0.07631288130880544,0.04377222912411919,0.09350091395284078,4,12
0.045000000000000005,cross,9,0.07626576872174873,0.04311300942075332,0.12316575091279065,4,12
0.045000000000000005,cross,10,0.07603992277646066,0.043716395794883775,0.08516092953614449,4,12
0.045000000000000005,cross,11,0.07580238909903562,0.04299492308609981,0.08280329855384447,4,12
0.045000000000000005,cross,12,0.07606444795061837,0.044637472100536826,0.07479872598586748,4,12
0.045000000000000005,cross,13,0.07604011006965951,0.04529426536392811,0.06965029103606807,4,12
0.045000000000000005,cross,14,0.07647187242082094,0.04612656742906606,0.09641075750924744,4,12
0.045000000000000005,cross,15,0.07641077631591363,0.04553376043790945,0.09585647076716033,4,12
0.045000000000000005,cross,16,0.07604218405906572,0.04498097417697876,0.09219542690642721,4,12
0.045000000000000005,cross,17,0.07652110628505819,0.04595859952369655,0.11456335531484457,4,12
0.045000000000000005,cross,18,0.07647820168174267,0.046502487495817264,0.08717704991031508,4,12
0.045000000000000005,cross,19,0.07675924419475409,0.046307366679756226,0.07381393759909163,4,12
0.045000000000000005,cross,20,0.07725322199730073,0.04664934679374127,0.0973425089433829,4,12
0.045000000000000005,cross,21,0.07714430137716756,0.04590863062891531,0.07115711886633548,4,12
0.045000000000000005,cross,22,0.07729495594949062,0.04574559775148777,0.07881193678063333,4,12
0.045000000000000005,cross,23,0.07746171802952061,0.04630057833785486,0.07680085433320971,4,12
0.045000000000000005,cross,24,0.07760936960150652,0.04698672357016159,0.13011783849556185,4,12
0.045000000000000005,cross,25,0.07715985566830928,0.04721999248377122,0.13690372494811237,4,12
0.045000000000000005,cross,26,0.07688588361696716,0.04913335291726529,0.1117513741712012,4,12
0.045000000000000005,cross,27,0.07731951799741375,0.05012100208042846,0.10624406559294956,4,12
0.045000000000000005,cross,28,0.07774624807183379,0.052702174695663,0.08952966498910946,4,12
0.045000000000000005,cross,29,0.07803373167982676,0.05174030601600156,0.08059083250405229,4,12
0.045000000000000005,cross,30,0.07839217853317325,0.052677291324082526,0.1267132165621604,4,12
0.045000000000000005,cross,31,0.0783203332667109,0.053773643683984795,0.05328996032494223,4,12
0.045000000000000005,cross,32,0.07850114918339751,0.05437706015045658,0.07911655924417405,4,12
0.045000000000000005,cross,33,0.07850485362310713,0.05583670363921214,0.1302862621379396,4,12
0.045000000000000005,cross,34,0.07840788094696392,0.05422711437636338,0.06521741431960278,4,12
0.045000000000000005,cross,35,0.0781866343164581,0.05420339842842712,0.10437261400177826,4,12
0.045000000000000005,cross,36,0.07801540415609412,0.054836279393616474,0.10423420655985229,4,12
0.045000000000000005,cross,37,0.07787824463616867,0.05435950039510489,0.1446846291809166,4,12
0.045000000000000005,cross,38,0.07838181180074814,0.05488067887252833,0.07775917319988304,4,12
0.045000000000000005,cross,39,0.07866974929799521,0.05632140023486102,0.05567202199030646,4,12
0.045000000000000005,cross,40,0.07885508647233916,0.057523089163967825,0.08435791494196983,4,12
0.045000000000000005,cross,41,0.07914165000982225,0.057589250184561326,0.12968755601550291,4,12
0.045000000000000005,cross,42,0.07881516040911765,0.05862362213321838,0.08641421019766435,4,12
0.045000000000000005,cross,43,0.0789520921341869,0.05922005583470502,0.07424985298444838,4,12
0.045000000000000005,cross,44,0.07878713320165616,0.058069350039289154,0.06499775369823971,4,12
0.045000000000000005,cross,45,0.07918902205851194,0.05911152257602153,0.06453068430474479,4,12
0.045000000000000005,cross,46,0.07896392068299461,0.05891218255995024,0.07724017045725652,4,12
0.045000000000000005,cross,47,0.07900810966101705,0.06002979714921769,0.10775487670873142,4,12
0.045000000000000005,cross,48,0.07877128290205414,0.059996188416802966,0.09157917614158007,4,12
0.045000000000000005,cross,49,0.07905971952793316,0.06082209479753539,0.0936847216103372,4,12
0.045000000000000005,cross,50,0.07913995517190137,0.059670796927068524,0.06954030465648231,4,12
0.045000000000000005,cross,51,0.07916988405440657,0.05932343642270068,0.08658680072113434,4,12
0.045000000000000005,cross,52,0.07895303736073626,0.059817784545003194,0.07831395308978341,4,12
0.045000000000000005,cross,53,0.07873940132555544,0.05914481768114022,0.11949979448122844,4,12
0.045000000000000005,cross,54,0.07901542247200721,0.057668607486949346,0.08826039754218164,4,12
0.045000000000000005,cross,55,0.07914222560530532,0.059471346818619826,0.07116674209824825,4,12
0.045000000000000005,cross,56,0.07920352516470026,0.061590827725362104,0.08693991275098728,4,12
0.045000000000000005,cross,57,0.07964605674602745,0.06213367204530062,0.08185158275700223,4,12
0.045000000000000005,cross,58,0.07994298771720687,0.06302001612790398,0.09387852737570707,4,12
0.045000000000000005,cross,59,0.0801878188264469,0.06366718596245977,0.07400167054810623,4,12
0.045000000000000005,cross,60,0.08007463667807947,0.0631277562740628,0.1215117235295305,4,12
0.045000000000000005,cross,61,0.08050605714191199,0.06300752730091205,0.14130324674094422,4,12
0.045000000000000005,cross,62,0.08093076181092985,0.06316843042780242,0.0692108475920235,4,12
0.045000000000000005,cross,63,0.08125251071999766,0.06347585191914551,0.07694844138689508,4,12
0.045000000000000005,cross,64,0.08132756226636509,0.06437923604112859,0.10804778823629173,4,12
0.045000000000000005,cross,65,0.08062171868957163,0.06583048391732654,0.13552296247037937,4,12
0.045000000000000005,cross,66,0.08127268802210857,0.06674082810545601,0.15839386320867513,4,12
0.045000000000000005,cross,67,0.0808455748508876,0.06713902559538644,0.12462968943580206,4,12
0.045000000000000005,cross,68,0.0805082950376011,0.06651088744187082,0.1270979019425749,4,12
0.045000000000000005,cross,69,0.0802495769806888,0.0686051274590597,0.07576454592514258,4,12
0.045000000000000005,cross,70,0.08064974973971116,0.0708664852522788,0.10119610084218769,4,12
0.045000000000000005,cross,71,0.08052182389164302,0.0718770231890051,0.07157341710253222,4,12
0.045000000000000005,cross,72,0.08075424352327464,0.07187149399177847,0.12120189829517197,4,12
0.045000000000000005,cross,73,0.08047571763656271,0.07441417902249607,0.0690525730594736,4,12
0.045000000000000005,cross,74,0.08005933025955489,0.0733567153329636,0.10242216621397923,4,12
0.045000000000000005,cross,75,0.08016695477195294,0.07389891031175747,0.11093716155046623,4,12
0.045000000000000005,cross,76,0.08061725433347972,0.07445795417784493,0.08081518829152932,4,12
0.045000000000000005,cross,77,0.08117255020477072,0.07563275402155308,0.07589041017345773,4,12
0.045000000000000005,cross,78,0.08163488316262858,0.07826664074265358,0.06779054660165537,4,12
0.045000000000000005,cross,79,0.0812543882590873,0.07766373705300626,0.05634635731815534,4,12
0.045000000000000005,cross,80,0.08133574821405092,0.07742853355874238,0.0,4,12
0.05600000000000001,independent,0,0.054720162910545794,0.03629077792440385,0.0621220932746939,16,32
0.05600000000000001,independent,1,0.054810736560152534,0.036945097774505026,0.05552171017255973,16,32
0.05600000000000001,independent,2,0.05476583017284239,0.03660704091405068,0.07188788406740641,16,32
0.05600000000000001,independent,3,0.054778685129805806,0.03743916575752634,0.05354185957216238,16,32
0.05600000000000001,independent,4,0.054844768966336825,0.03753094227959778,0.058625729749779865,16,32
0.05600000000000001,independent,5,0.05492764009017275,0.03770006161921089,0.06389121957641365,16,32
0.05600000000000001,independent,6,0.054832651676677016,0.038231481744847313,0.061185393645896806,16,32
0.05600000000000001,independent,7,0.054846377017807424,0.038102934029107076,0.0664125482937983,16,32
0.05600000000000001,independent,8,0.05503751580909449,0.03881279937395612,0.06397931838509323,16,32
0.05600000000000001,independent,9,0.05505244199596641,0.038675946792871056,0.07506721951880337,16,32
0.05600000000000001,independent,10,0.054916045715693404,0.038295376062133256,0.054761735979969015,16,32
0.05600000000000001,independent,11,0.05503673668183419,0.03910223350114866,0.08294687381542284,16,32
0.05600000000000001,independent,12,0.05479527007757285,0.03890976384753557,0.058346471047312054,16,32
0.05600000000000001,independent,13,0.05483818541685187,0.03941144898979378,0.061459733356824905,16,32
0.05600000000000001,independent,14,0.054950143652436695,0.040628810817889466,0.04817526365137111,16,32
0.05600000000000001,independent,15,0.05508546495637705,0.040447538560982044,0.04605906654394805,16,32
0.05600000000000001,independent,16,0.05515933722139457,0.04036174282941096,0.06384289143635738,16,32
0.05600000000000001,independent,17,0.0549979376034888,0.04003703307454504,0.04621419877009286,16,32
0.05600000000000001,independent,18,0.055017966955770846,0.04047286810756698,0.04785140983427194,16,32
0.05600000000000001,independent,19,0.055089348723975654,0.04034277412721857,0.058946386597359055,16,32
0.05600000000000001,independent,20,0.05518368477126771,0.04058088739413245,0.07274151034876256,16,32
0.05600000000000001,independent,21,0.0552895941004217,0.0406147448723344,0.050071194146568306,16,32
0.05600000000000001,independent,22,0.05548380287837208,0.04156111429443617,0.07204108338134592,16,32
0.05600000000000001,independent,23,0.05561767015715658,0.0418825834448955,0.059433151550626936,16,32
0.05600000000000001,independent,24,0.055677745124209976,0.04142026013897789,0.045792582939799015,16,32
0.05600000000000001,independent,25,0.05579942555746023,0.041871988335519056,0.0680696115712965,16,32
0.05600000000000001,independent,26,0.055775030380001686,0.04118662783300706,0.07525464184649516,16,32
0.05600000000000001,independent,27,0.05589543009374372,0.041377134628676204,0.05581423990456195,16,32
0.05600000000000001,independent,28,0.05598372200429311,0.04198518276458302,0.06380668673470902,16,32
0.05600000000000001,independent,29,0.05597560485043783,0.04232312135304862,0.053010565962725804,16,32
0.05600000000000001,independent,30,0.05603872823370704,0.04241006394284163,0.05734030770981646,16,32
0.05600000000000001,independent,31,0.056077745786368996,0.042679433687074955,0.06925709340191517,16,32
0.05600000000000001,independent,32,0.05621583256340733,0.04264743612065954,0.057941217487672045,16,32
0.05600000000000001,independent,33,0.056249233899208294,0.04268637331021624,0.0628992357532798,16,32
0.05600000000000001,independent,34,0.05626408299578917,0.042605452396460616,0.0688263693561698,16,32
0.05600000000000001,independent,35,0.05605065050267255,0.04185929024567079,0.07190876342659952,16,32
0.05600000000000001,independent,36,0.0561500975001661,0.04239959714588779,0.052406423510473095,16,32
0.05600000000000001,independent,37,0.05613004448686171,0.042770237420083575,0.06790471350560133,16,32
0.05600000000000001,independent,38,0.056005752119162075,0.042432876783155,0.06367859654190204,16,32
0.05600000000000001,independent,39,0.056128004952380774,0.043126470822490125,0.05174730510906445,16,32
0.05600000000000001,independent,40,0.05629329003776389,0.04385074134929444,0.07082879543912454,16,32
0.05600000000000001,independent,41,0.05639277075215945,0.04297833547661136,0.05500766343723885,16,32
0.05600000000000001,independent,42,0.05643402423379682,0.04340871572063696,0.06752056817083175,16,32
0.05600000000000001,independent,43,0.05644860722818319,0.04414578245743007,0.06898194898217676,16,32
0.05600000000000001,independent,44,0.0563671868459873,0.04321828684080067,0.08076396902279641,16,32
0.05600000000000001,independent,45,0.056291850623907805,0.04415086402818091,0.08031992272137072,16,32
0.05600000000000001,independent,46,0.05640611986436408,0.04430579588072071,0.0563925461834165,16,32
0.05600000000000001,independent,47,0.05634215382426345,0.0447526096741198,0.06696073160218872,16,32
0.05600000000000001,independent,48,0.056358000966203366,0.04528939084239237,0.06554709500235202,16,32
0.05600000000000001,independent,49,0.05631952400563588,0.04470478525426614,0.09124358474500431,16,32
0.05600000000000001,independent,50,0.056184864981088836,0.04548814400892525,0.05878657596779075,16,32
0.05600000000000001,independent,51,0.05630207417592602,0.04602230063038464,0.08085292495883678,16,32
0.05600000000000001,independent,52,0.05598330893915594,0.04523206986473991,0.07113912034462572,16,32
0.05600000000000001,independent,53,0.05614509734398141,0.04521673126479058,0.06860194349231452,16,32
0.05600000000000001,independent,54,0.05617219143509118,0.044624370599244054,0.0487583655474043,16,32
0.05600000000000001,independent,55,0.05639210584631493,0.04553212166703545,0.05613803800438242,16,32
0.05600000000000001,independent,56,0.056599036603034725,0.04608678938913123,0.05647470651746353,16,32
0.05600000000000001,independent,57,0.05682894944802798,0.04669084830200533,0.05606161287065728,16,32
0.05600000000000001,independent,58,0.05689539186955398,0.04697522433418372,0.05600618956232477,16,32
0.05600000000000001,independent,59,0.05687440843925133,0.04724131408785419,0.05438629397523265,16,32
0.05600000000000001,independent,60,0.05678898262489812,0.0471133347553062,0.07434041948713967,16,32
0.05600000000000001,independent,61,0.056767451487504644,0.04680262097152005,0.05182141896934963,16,32
0.05600000000000001,independent,62,0.056868937642050046,0.047221014282929935,0.05348415538797001,16,32
0.05600000000000001,independent,63,0.05695849733404125,0.04717502015193614,0.05514276553488476,16,32
0.05600000000000001,independent,64,0.05707081756810832,0.047478801604639326,0.04872500972624786,16,32
0.05600000000000001,independent,65,0.057080316682333335,0.04665132884506638,0.06250478457817135,16,32
0.05600000000000001,independent,66,0.056927273295069414,0.04663077921453547,0.06017890804095717,16,32
0.05600000000000001,independent,67,0.056986894449268986,0.04650772685474543,0.08226640661306518,16,32
0.05600000000000001,independent,68,0.05694893324359307,0.047205202759481195,0.0697486745776103,16,32
0.05600000000000001,independent,69,0.05686241178154354,0.046173813096946535,0.06703200560757695,16,32
0.05600000000000001,independent,70,0.05669267597946502,0.04539566449251164,0.07689726282435853,16,32
0.05600000000000001,independent,71,0.05647550049102105,0.045910498597193816,0.08473919711707172,16,32
0.05600000000000001,independent,72,0.05643010380884357,0.044817381501188754,0.053467752532791575,16,32
0.05600000000000001,independent,73,0.05644704714027683,0.0454955957751611,0.05625777468598862,16,32
0.05600000000000001,independent,74,0.056406734149741476,0.046140952141417446,0.07939042076711542,16,32
0.05600000000000001,independent,75,0.05646604029949369,0.047291960304304465,0.05645687078373953,16,32
0.05600000000000001,independent,76,0.056577774073599756,0.0479042867723081,0.07003702433638209,16,32
0.05600000000000001,independent,77,0.05655247973655694,0.0481376366678507,0.04778769072254262,16,32
0.05600000000000001,independent,78,0.05646086814376913,0.048000086984402245,0.05192186373091996,16,32
0.05600000000000001,independent,79,0.05651028984011997,0.04822918819452864,0.055947122050578425,16,32
0.05600000000000001,independent,80,0.056547109754907864,0.04883746131677046,0.0,16,32
0.05600000000000001,cross,0,0.07903955734664968,0.03629077792440385,0.09915752863274586,4,12
0.05600000000000001,cross,1,0.07926363920076608,0.036537847450190473,0.07925693079168179,4,12
0.05600000000000001,cross,2,0.07935651254949723,0.0372074251596237,0.0919146229480745,4,12
0.05600000000000001,cross,3,0.07937350146295957,0.03724438779117269,0.07597455514745106,4,12
0.05600000000000001,cross,4,0.07948286032065945,0.03779528416072705,0.07320948960714477,4,12
0.05600000000000001,cross,5,0.079506554090556,0.03764435126440712,0.08297770974579231,4,12
0.05600000000000001,cross,6,0.07944398008499433,0.03790184343752743,0.09124292793145651,4,12
0.05600000000000001,cross,7,0.07941819288530522,0.037137707366119016,0.07935642273347282,4,12
0.05600000000000001,cross,8,0.07940249639027497,0.03683379186067198,0.08189772984989122,4,12
0.05600000000000001,cross,9,0.07945099375191235,0.03602839156158444,0.13206605705184388,4,12
0.05600000000000001,cross,10,0.07913507229545629,0.03525218170490721,0.0644883207286326,4,12
0.05600000000000001,cross,11,0.07905416602072242,0.03624066230488657,0.18190321380062785,4,12
0.05600000000000001,cross,12,0.07873331054101625,0.034933188230795845,0.04289654644173678,4,12
0.05600000000000001,cross,13,0.0787425548637218,0.03527443485154669,0.06793721738190152,4,12
0.05600000000000001,cross,14,0.07862498028251151,0.03606213943730309,0.0817247219954893,4,12
0.05600000000000001,cross,15,0.07879081747155144,0.03634068095922603,0.11952931989565375,4,12
0.05600000000000001,cross,16,0.07849765098171761,0.03546639607255548,0.07514202902180407,4,12
0.05600000000000001,cross,17,0.07887079133531036,0.03590702376979263,0.08513936350989357,4,12
0.05600000000000001,cross,18,0.07874507899712983,0.03727848720978398,0.06729362990934008,4,12
0.05600000000000001,cross,19,0.07856404421817195,0.03706707272708101,0.07580121079345585,4,12
0.05600000000000001,cross,20,0.07845787425598051,0.03762322743378005,0.12925402794280738,4,12
0.05600000000000001,cross,21,0.07859755114195159,0.03692435513831833,0.09312103209882347,4,12
0.05600000000000001,cross,22,0.07879507405175128,0.03737558873244447,0.07497177714531407,4,12
0.05600000000000001,cross,23,0.0791320348738135,0.03727626718761479,0.08696230590046684,4,12
0.05600000000000001,cross,24,0.07934044109249345,0.03689319942292005,0.038207693471345616,4,12
0.05600000000000001,cross,25,0.07920008671726103,0.03690508314192184,0.08160053971051183,4,12
0.05600000000000001,cross,26,0.07900281160713002,0.037059070105159166,0.18234083361094522,4,12
0.05600000000000001,cross,27,0.07924331910404693,0.03559851667029311,0.05943861438069416,4,12
0.05600000000000001,cross,28,0.07916731767135264,0.03584565622918698,0.07016923837528016,4,12
0.05600000000000001,cross,29,0.07939925515510203,0.03577385817812365,0.0719284290330646,4,12
0.05600000000000001,cross,30,0.07955899397162143,0.03587898682246241,0.07912591199610862,4,12
0.05600000000000001,cross,31,0.07971272815486952,0.03582932443752511,0.08749929579976781,4,12
0.05600000000000001,cross,32,0.07992401609017229,0.03553560799594219,0.07682375790448102,4,12
0.05600000000000001,cross,33,0.07971176176594492,0.03624532337605364,0.0731389468831093,4,12
0.05600000000000001,cross,34,0.07963201475533752,0.035886535526025956,0.09894117443665122,4,12
0.05600000000000001,cross,35,0.07946513755209171,0.035073339163560334,0.08491733190497912,4,12
0.05600000000000001,cross,36,0.07944173417325628,0.03514475443375956,0.06560198940742888,4,12
0.05600000000000001,cross,37,0.07943183402529606,0.03587564351203044,0.09187534641985505,4,12
0.05600000000000001,cross,38,0.07965506233379485,0.03585065813245706,0.07116890921336723,4,12
0.05600000000000001,cross,39,0.07989116820869606,0.03609253335106855,0.10831478097305562,4,12
0.05600000000000001,cross,40,0.08000152733606102,0.03701364419415972,0.08249017350256836,4,12
0.05600000000000001,cross,41,0.07984449587305165,0.03692800509928919,0.08947528939641461,4,12
0.05600000000000001,cross,42,0.07973652927853651,0.03812074811165559,0.07882825623157634,4,12
0.05600000000000001,cross,43,0.07948424570928798,0.03833936953452905,0.08578315024907421,4,12
0.05600000000000001,cross,44,0.07935416711093203,0.03757201145099264,0.06364452036811268,4,12
0.05600000000000001,cross,45,0.07920249324662386,0.038093155555800944,0.15320410443595456,4,12
0.05600000000000001,cross,46,0.0796266438099852,0.03714578902760096,0.0705648644581448,4,12
0.05600000000000001,cross,47,0.07978705516251001,0.03743651413046708,0.07502122103272207,4,12
0.05600000000000001,cross,48,0.07962008390491211,0.03819164335566112,0.05534354780748631,4,12
0.05600000000000001,cross,49,0.0795412066406609,0.03838787934302189,0.10102482364647694,4,12
0.05600000000000001,cross,50,0.07922269959916427,0.03901050885886717,0.0985158325660127,4,12
0.05600000000000001,cross,51,0.07894050804705775,0.0391691462992483,0.08726837564239637,4,12
0.05600000000000001,cross,52,0.07874526566454675,0.03947769423885122,0.05852237450090024,4,12
0.05600000000000001,cross,53,0.07862731169041741,0.038891283186136015,0.10025883102185248,4,12
0.05600000000000001,cross,54,0.07866946597332725,0.03805973184027478,0.09008744154812996,4,12
0.05600000000000001,cross,55,0.07890512049304842,0.03890994319217361,0.05013769209414172,4,12
0.05600000000000001,cross,56,0.07913541456171035,0.039714679413066035,0.08891711701351525,4,12
0.05600000000000001,cross,57,0.07918038177579874,0.039838743715572465,0.1023445794585579,4,12
0.05600000000000001,cross,58,0.079396982589487,0.040045492950336645,0.08728750808723842,4,12
0.05600000000000001,cross,59,0.07911830008875861,0.040692790253832586,0.10947912208542007,4,12
0.05600000000000001,cross,60,0.07925816825334477,0.04093985606205248,0.10232511650440755,4,12
0.05600000000000001,cross,61,0.0788731229449412,0.04210173409401959,0.09200216096593124,4,12
0.05600000000000001,cross,62,0.0788952069029981,0.043197585171703044,0.09559046942707532,4,12
0.05600000000000001,cross,63,0.07894925907835991,0.044253028272576655,0.07785127926860666,4,12
0.05600000000000001,cross,64,0.07886704694913794,0.04482091558390566,0.06681610879383669,4,12
0.05600000000000001,cross,65,0.07881453405636389,0.04462443400853045,0.11883245120023753,4,12
0.05600000000000001,cross,66,0.07871572014354065,0.044572058547026415,0.15405722296600524,4,12
0.05600000000000001,cross,67,0.07830262662627135,0.045373786471979205,0.09651018793128163,4,12
0.05600000000000001,cross,68,0.0779686967115935,0.04416887597498557,0.12372420793377686,4,12
0.05600000000000001,cross,69,0.07870433434427797,0.04458091875142874,0.05815576138981387,4,12
0.05600000000000001,cross,70,0.07879589373412,0.044968505970668905,0.08176608062727979,4,12
0.05600000000000001,cross,71,0.07886092413089774,0.04519139519082266,0.0837444218097304,4,12
0.05600000000000001,cross,72,0.07901376509531285,0.044341897506934624,0.0804009059015499,4,12
0.05600000000000001,cross,73,0.07900366151360366,0.04455613254998769,0.06846875655846578,4,12
0.05600000000000001,cross,74,0.0792445310113136,0.045634757384438125,0.15002349289581027,4,12
0.05600000000000001,cross,75,0.0793914971246976,0.04641069376696435,0.10512711848314056,4,12
0.05600000000000001,cross,76,0.07944291098710063,0.047901791195168276,0.100527121732636,4,12
0.05600000000000001,cross,77,0.07978399614102492,0.04816408489504787,0.05826979328124883,4,12
0.05600000000000001,cross,78,0.07974733390247851,0.048832440849429795,0.09359440987833204,4,12
0.05600000000000001,cross,79,0.07976744868893093,0.048121602514052765,0.08113091405990755,4,12
0.05600000000000001,cross,80,0.07965840172819573,0.049256764487638535,0.0,4,12
0.067,independent,0,0.055376554928240104,0.03629077792440385,0.05719218390070467,16,32
0.067,independent,1,0.05537298995114931,0.03562559041333377,0.053373632441379035,16,32
0.067,independent,2,0.05537702569867007,0.03591782244616849,0.05642752784653503,16,32
0.067,independent,3,0.05530971541518741,0.036107724226066645,0.0879252219731275,16,32
0.067,independent,4,0.055542540773007944,0.03609660249405489,0.06014603900278856,16,32
0.067,independent,5,0.05556887688950135,0.03627912393877107,0.04923479830355479,16,32
0.067,independent,6,0.05552870144775153,0.036491358584735664,0.05594712032634289,16,32
0.067,independent,7,0.0554155702549536,0.03630747366919416,0.07511116076189125,16,32
0.067,independent,8,0.05563470389969738,0.036095460140807056,0.07803277900979225,16,32
0.067,independent,9,0.05560658288541209,0.03683242585925474,0.07256957514735468,16,32
0.067,independent,10,0.055705037535328766,0.03688131168412592,0.06454011576849296,16,32
0.067,independent,11,0.055872202436883504,0.0368096743533648,0.0711886034143111,16,32
0.067,independent,12,0.055848501684146984,0.03687071792362551,0.06384512348244768,16,32
0.067,independent,13,0.05588186985690863,0.0376411608912855,0.07795485890841236,16,32
